Submission id,Participant id,Status,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Fluent languages,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
61d4953f415f60c5d3bdc52f,5dfa56fddc265f7ac3bee209,APPROVED,2022-01-04T18:50:02.618000Z,2022-01-04T20:13:40.860000Z,2022-01-05T03:01:09.707000Z,,5019,565DE625,2912,English,44,Female,White,United States,United States,United States,English,No,Full-Time
657b3be1b240a1ee779e2655,610825130bf4669d1b167efe,APPROVED,2023-12-14T17:31:43.248000Z,2023-12-14T18:20:50.510000Z,2023-12-15T14:57:15.107000Z,2023-12-14T18:20:50.980473Z,2948,NOCODE,1853,English,22,Female,White,United States,United States,United States,English,Yes,DATA_EXPIRED
657b3deaf2f0c1b798ec5ef9,61081625938d8ffb2440498f,APPROVED,2023-12-14T17:40:01.452000Z,2023-12-14T18:52:37.630000Z,2023-12-15T14:57:17.735000Z,2023-12-14T18:52:38.180123Z,4357,565DE625,109,English,22,Female,White,United States,United States,United States,English,No,Full-Time
657b3fc2242a862cd1dde274,60ff0201788cef38c8695833,APPROVED,2023-12-14T17:47:51.653000Z,2023-12-14T18:36:06.058000Z,2023-12-15T14:57:14.286000Z,2023-12-14T18:36:06.564938Z,2895,565DE625,162,"English, Spanish",25,Female,Other,United States,United States,United States,English,Yes,Unemployed (and job seeking)
657b402365ed7330f94189da,5e1a72b0d370f42ef4051dc1,APPROVED,2023-12-14T17:49:43.845000Z,2023-12-14T18:36:52.669000Z,2023-12-15T14:57:13.629000Z,2023-12-14T18:36:53.300224Z,2829,NOCODE,199,English,24,Female,White,United States,United States,United States,English,Yes,DATA_EXPIRED
657b408295ccdb7072cf0757,5cd34d42fe890a00174debb5,APPROVED,2023-12-14T17:53:58.924000Z,2023-12-14T18:40:57.293000Z,2023-12-15T14:57:11.362000Z,2023-12-14T18:40:57.809154Z,2819,565DE625,1714,English,22,Male,White,United States,United States,United States,English,No,Unemployed (and job seeking)
657b40d2245848c8fef09545,62e05742fafd80b3f0c2e20b,APPROVED,2023-12-14T17:52:28.869000Z,2023-12-14T18:57:17.618000Z,2023-12-15T14:57:13.062000Z,2023-12-14T18:57:18.089649Z,3889,565DE625,2749,English,22,Male,Black,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
657b413aff78a49936e4c1ce,6568ae9ae8820204f4956bf7,APPROVED,2023-12-14T17:54:05.995000Z,2023-12-14T18:43:50.247000Z,2023-12-15T14:57:09.594000Z,2023-12-14T18:43:50.747802Z,2985,565DE625,120,English,25,Female,Other,United States,United States,United States,English,No,Unemployed (and job seeking)
657b419b576044e1e7204def,616604bed27acb2f4e2841a9,APPROVED,2023-12-14T17:55:45.304000Z,2023-12-14T18:51:37.546000Z,2023-12-15T14:57:07.688000Z,2023-12-14T18:51:38.419403Z,3353,565DE625,2081,"English, Japanese, Spanish",25,Male,White,United States,United States,United States,English,No,Full-Time
657b41abd07d40483c5051a7,613e002e81f4b2409b531dbd,APPROVED,2023-12-14T17:56:24.266000Z,2023-12-14T19:27:56.875000Z,2023-12-15T14:57:04.298000Z,2023-12-14T19:27:57.292022Z,5493,565DE625,500,English,24,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
657b41e8395eda3705177af2,60e269b58d238fbba93aed38,APPROVED,2023-12-14T17:56:59.227000Z,2023-12-14T18:50:23.380000Z,2023-12-15T14:57:02.804000Z,2023-12-14T18:50:23.885289Z,3205,565DE625,4244,English,20,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
657b425049832b99c6cf089b,611ac17a9d585411a2314882,APPROVED,2023-12-14T17:58:48.901000Z,2023-12-14T19:06:56.980000Z,2023-12-15T14:57:01.164000Z,2023-12-14T19:06:57.369727Z,4089,565DE625,317,English,23,Female,Mixed,United States,United States,United States,English,Yes,Unemployed (and job seeking)
657b4280eb7dd0f02846dfa3,655cc974613aec120f21293b,APPROVED,2023-12-14T17:59:50.539000Z,2023-12-14T18:46:57.776000Z,2023-12-15T14:56:58.721000Z,2023-12-14T18:46:58.293980Z,2828,565DE625,203,English,24,Male,Black,United States,United States,United States,English,No,Part-Time
657b42c9f2f0c1b798ec6044,613ea8344b072de7f3ccb5dc,APPROVED,2023-12-14T18:05:14.772000Z,2023-12-14T19:01:00.268000Z,2023-12-15T14:56:54.180000Z,2023-12-14T19:01:00.809199Z,3346,565DE625,203,English,24,Female,White,United States,United States,United States,English,No,Part-Time
657b4336b97689c8b5ae648a,631c26a9aca573805b1907d9,APPROVED,2023-12-14T18:02:35.795000Z,2023-12-14T18:56:58.845000Z,2023-12-15T14:56:57.164000Z,2023-12-14T18:56:59.379402Z,3264,565DE625,490,English,21,Male,Black,United States,United States,United States,English,Yes,Unemployed (and job seeking)
657b433d34ff210f36e31882,6575fb1c1a04b30cfb2832d5,APPROVED,2023-12-14T18:06:50.502000Z,2023-12-14T19:01:46.007000Z,2023-12-15T14:56:51.427000Z,2023-12-14T19:01:46.555971Z,3296,565DE625,27,English,21,Male,White,United States,United States,United States,English,No,DATA_EXPIRED
657b43d35ce3f6a2a267a4ff,655f8e10ad0a87d538a94f9f,APPROVED,2023-12-14T18:05:12.190000Z,2023-12-14T18:52:57.855000Z,2023-12-15T14:56:55.597000Z,2023-12-14T18:52:58.350934Z,2866,565DE625,44,"English, Vietnamese",20,Female,Asian,Vietnam,United States,United States,English,Yes,Part-Time
657b43f37316579f8bc501b4,610631ba860f21ac066946cf,APPROVED,2023-12-14T18:08:51.694000Z,2023-12-14T19:25:03.129000Z,2023-12-15T14:56:47.633000Z,2023-12-14T19:25:03.702497Z,4572,565DE625,1102,"Spanish, English",22,Female,Other,United States,United States,United States,Spanish,No,Other
657b441fd0bd00c203ec5fa0,6547e7cd0511efc35646ac76,APPROVED,2023-12-14T18:08:42.849000Z,2023-12-14T19:07:14.424000Z,2023-12-15T14:56:49.450000Z,2023-12-14T19:07:14.873645Z,3512,565DE625,79,English,22,Female,Asian,United States,United States,United States,English,No,Unemployed (and job seeking)
657b442c0d169166f749753c,601c73af332e2d7ce9b9fe77,APPROVED,2023-12-14T18:06:45.576000Z,2023-12-14T19:01:10.434000Z,2023-12-15T14:56:52.849000Z,2023-12-14T19:01:10.929670Z,3265,565DE625,727,English,21,Male,White,United States,United States,United States,English,No,Part-Time
657b44f1c5b34d5c0d62e843,656cc02d2d90244628b27e09,APPROVED,2023-12-14T18:09:55.990000Z,2023-12-14T18:54:49.663000Z,2023-12-15T14:56:44.447000Z,2023-12-14T18:54:50.252519Z,2694,565DE625,78,English,20,Male,Asian,United States,United States,United States,English,No,Other
657b46b11a1eb0715be18065,6100350440da7a959e9bdd22,APPROVED,2023-12-14T18:17:36.471000Z,2023-12-14T19:04:03.082000Z,2023-12-15T14:56:43.266000Z,2023-12-14T19:04:03.539901Z,2787,565DE625,295,English,22,Male,White,United States,United States,United States,English,No,Full-Time
657b473b8a79c8ddd6a2c35f,63e995a63f886d83e6ec5881,APPROVED,2023-12-14T18:19:46.071000Z,2023-12-14T19:11:19.493000Z,2023-12-15T14:56:41.854000Z,2023-12-14T19:11:20.024102Z,3094,565DE625,427,English,22,Female,Black,United States,United States,United States,English,Yes,Part-Time
657b486930bfb14ac017912a,64187118501afa8d9e65d63b,APPROVED,2023-12-14T18:24:45.272000Z,2023-12-14T19:21:11.984000Z,2023-12-15T14:56:39.647000Z,2023-12-14T19:21:12.681243Z,3387,565DE625,151,English,25,Male,Black,United States,United States,United States,English,No,Other
657b48de6aeab2b877ae5613,6015ba06aa02256df4792d15,APPROVED,2023-12-14T18:26:43.701000Z,2023-12-14T19:10:24.330000Z,2023-12-15T14:56:35.961000Z,2023-12-14T19:10:24.897312Z,2621,565DE625,229,"English, Spanish",25,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
657b48f270d5e7446bf0aed2,612e6569f68929afb886fb5c,APPROVED,2023-12-14T18:32:00.322000Z,2023-12-14T19:30:32.481000Z,2023-12-15T14:56:29.009000Z,2023-12-14T19:30:32.984939Z,3513,565DE625,1480,English,24,Female,White,United States,United States,United States,English,No,Other
657b490b711a88636168666d,5c59e6519dd64d00018adaa8,APPROVED,2023-12-14T18:27:26.906000Z,2023-12-14T19:12:47.230000Z,2023-12-15T14:56:34.581000Z,2023-12-14T19:12:47.826229Z,2721,565DE625,4124,English,24,Male,Other,United States,United States,United States,English,No,Full-Time
657b492c7aa952ebc5d3b20f,63e51e55974365f1e43df265,APPROVED,2023-12-14T18:28:00.794000Z,2023-12-14T19:13:35.419000Z,2023-12-15T14:56:33.322000Z,2023-12-14T19:13:35.913796Z,2735,565DE625,1385,English,19,Male,Asian,United States,United States,United States,English,Yes,DATA_EXPIRED
657b512e054e0a3a45615eb3,60fccb5af75e8814b578841c,APPROVED,2023-12-14T19:06:35.112000Z,2023-12-14T19:59:27.615000Z,2023-12-15T14:56:31.736000Z,2023-12-14T19:59:28.248272Z,3173,565DE625,272,English,23,Female,Black,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
657b58040cbeca7a19ad87d5,655fcf54056edf3065f74b91,APPROVED,2023-12-14T19:31:34.629000Z,2023-12-14T20:18:25.675000Z,2023-12-15T14:56:30.427000Z,2023-12-14T20:18:26.110722Z,2812,565DE625,134,English,19,Female,Asian,United States,United States,United States,Chinese,Yes,Unemployed (and job seeking)
657b582edd8ce6a5aadd3434,6578c0ce1348ad8e79a65d0b,APPROVED,2023-12-14T19:32:03.669000Z,2023-12-14T20:19:46.374000Z,2023-12-15T14:56:27.376000Z,2023-12-14T20:19:47.203335Z,2863,565DE625,49,English,21,Male,White,United States,United States,United States,English,Yes,Unemployed (and job seeking)
657b3b39c97805a82479bd14,60ff3372252a967aefd008cc,RETURNED,2023-12-14T17:28:30.872000Z,,,,,,408,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
657b3bc86495af184d3f07f9,62d38341176119ef45487db9,RETURNED,2023-12-14T17:31:08.084000Z,,,,,,739,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
657b3c12ecb45069b64c4604,60ce10a00e94f4536eb3173e,RETURNED,2023-12-14T17:42:02.781000Z,,,,,,1059,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
657b3da0f959898302c149bc,5f435065ffd8ca5acb7068f1,TIMED-OUT,2023-12-14T17:38:44.850000Z,,,,359683,,309,English,22,Male,Mixed,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
657b3ee4fc4810276d771e09,5ee774bd7d0ddb03a7661033,TIMED-OUT,2023-12-14T17:44:08.659000Z,,,,359359,,372,English,23,Male,Mixed,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
657b425b0c807b69681bdfb4,655faafc7c71bdbb2bed6993,RETURNED,2023-12-14T17:58:55.790000Z,,,,,,30,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
657b42f98b7df8c036442236,646778f0d6b43cbeb4501454,RETURNED,2023-12-14T18:01:33.439000Z,,,,,,1068,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
657b43448047a66425809ed1,655f5dd0eb19818ca157ad77,RETURNED,2023-12-14T18:02:55.129000Z,,,,,,272,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
657b441d001f59b5c6c25f8b,62cbf51439a76e8fccd8a495,RETURNED,2023-12-14T18:06:25.442000Z,,,,,,3760,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
657b462feb7dd0f02846e05e,6150039e1a0e850f5c3d3fa9,RETURNED,2023-12-14T18:25:11.884000Z,,,,,,648,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
657b48f81d7f071b8def35ef,63e537a4b33c1c72be91da82,RETURNED,2023-12-14T18:28:14.255000Z,,,,,,2436,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
657c741ee84dd46729ef5eb9,628804d2d0584458ddaafc0c,APPROVED,2023-12-15T15:46:10.656000Z,2023-12-15T16:39:42.377000Z,2023-12-18T21:28:39.163000Z,2023-12-15T16:39:43.123331Z,3212,565DE625,725,English,35,Male,Black,United States,United States,United States,English,No,Full-Time
657c7535a15d4be127e2cd17,60408842de0f31299ea0dadc,APPROVED,2023-12-15T15:48:13.174000Z,2023-12-15T16:42:39.130000Z,2023-12-18T21:28:39.447000Z,2023-12-15T16:42:39.678107Z,3266,565DE625,731,English,26,Female,Black,United States,United States,United States,English,Yes,Part-Time
657c7554861f69d5e5021ca3,5f52e45ad408d55fa156aa21,APPROVED,2023-12-15T15:48:39.088000Z,2023-12-15T16:35:07.376000Z,2023-12-18T21:28:39.609000Z,2023-12-15T16:35:07.810288Z,2789,565DE625,2179,English,30,Male,White,United States,United States,United States,English,No,DATA_EXPIRED
657c75fd59b922ae14a9493e,632b5400bf46cdb11db9f588,APPROVED,2023-12-15T15:51:29.933000Z,2023-12-15T16:42:18.195000Z,2023-12-18T21:28:39.767000Z,2023-12-15T16:42:18.677637Z,3049,565DE625,455,English,26,Male,Black,United States,United States,United States,English,No,Unemployed (and job seeking)
657c764bd0cd3b961790bf90,5513256cfdf99b1607b1f47b,APPROVED,2023-12-15T15:52:46.655000Z,2023-12-15T16:38:02.331000Z,2023-12-18T21:28:39.935000Z,2023-12-15T16:38:02.766678Z,2716,565DE625,4927,"English, Japanese",32,Male,White,United States,United States,United States,English,No,Full-Time
657c770a0b1c05ea800a5576,5df80710e297d55a34ee39f0,APPROVED,2023-12-15T15:58:09.777000Z,2023-12-15T16:57:26.237000Z,2023-12-18T21:28:40.097000Z,2023-12-15T16:57:27.012790Z,3557,565DE625,217,English,33,Female,Black,DATA_EXPIRED,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
657c78eb3794bbc4cb8dee2d,6172b85dcc19bffb22604f1b,APPROVED,2023-12-15T16:04:02.388000Z,2023-12-15T17:30:10.562000Z,2023-12-18T21:28:40.278000Z,2023-12-15T17:30:11.198356Z,5169,565DE625,1022,English,32,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
657c79aace9379da1dbbf21a,655f8bf1ec520e7dbbb41cff,APPROVED,2023-12-15T16:07:15.563000Z,2023-12-15T17:08:08.931000Z,2023-12-18T21:28:40.432000Z,2023-12-15T17:08:09.454944Z,3654,NOCODE,67,English,26,Female,Black,United States,United States,United States,English,No,Full-Time
657c7a5fd5ff3ee6f88d88b1,6155b9c45f96867d9d9631fd,APPROVED,2023-12-15T16:10:33.413000Z,2023-12-15T17:02:03.826000Z,2023-12-18T21:28:40.590000Z,2023-12-15T17:02:04.325265Z,3091,565DE625,1425,English,30,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
657c7ac5c372fc150e31a069,55d86f3569dbc30012b6869f,APPROVED,2023-12-15T16:11:53.304000Z,2023-12-15T17:55:03.926000Z,2023-12-18T21:28:40.749000Z,2023-12-15T17:55:04.413273Z,6191,565DE625,845,English,34,Female,Mixed,United States,United States,United States,English,No,Unemployed (and job seeking)
657c7ac9ce9379da1dbbf265,62bdadf07a2fd70b3257e791,APPROVED,2023-12-15T16:13:06.177000Z,2023-12-15T17:00:22.912000Z,2023-12-18T21:28:40.905000Z,2023-12-15T17:00:23.431236Z,2837,565DE625,2615,English,31,Female,White,United States,United States,United States,English,No,Part-Time
657c7af4e56624f8281a5139,5c6e3a445d427900014b360c,APPROVED,2023-12-15T16:12:39.787000Z,2023-12-15T17:00:57.079000Z,2023-12-18T21:28:41.065000Z,2023-12-15T17:00:57.497872Z,2898,565DE625,876,English,33,Male,White,United States,United States,United States,English,No,Full-Time
657c7b2ec56918c8db65c035,5c03688d29abc00001991a3a,APPROVED,2023-12-15T16:13:38.678000Z,2023-12-15T16:56:52.440000Z,2023-12-18T21:28:41.219000Z,2023-12-15T16:56:52.975830Z,2594,565DE625,830,English,25,Prefer not to say,White,United States,United States,United States,English,No,Full-Time
657c7bb1cce9e8542cd8b97b,615e1782e969d4939045c54f,APPROVED,2023-12-15T16:21:50.742000Z,2023-12-15T18:02:22.099000Z,2023-12-18T21:28:41.370000Z,2023-12-15T18:02:22.590938Z,6032,565DE625,1031,English,33,Male,Black,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
657c7bcd777ef3fbb2733f00,615ce4d0388d7ca055118747,APPROVED,2023-12-15T16:16:19.513000Z,2023-12-15T17:09:58.020000Z,2023-12-18T21:28:41.520000Z,2023-12-15T17:09:58.543725Z,3219,565DE625,1062,English,29,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
657c7c33b2e2ddff5c848d79,6165af4b36cb3bae91f2e355,APPROVED,2023-12-15T16:17:55.699000Z,2023-12-15T17:08:50.548000Z,2023-12-18T21:28:41.694000Z,2023-12-15T17:08:51.010810Z,3055,565DE625,657,English,31,Male,White,United States,United States,United States,English,No,Unemployed (and job seeking)
657c7ea9ef0d0875b0fd5813,6574bd9b9b3c601d1c28500f,APPROVED,2023-12-15T16:28:32.387000Z,2023-12-15T17:16:48.658000Z,2023-12-18T21:28:41.845000Z,2023-12-15T17:16:49.283382Z,2897,565DE625,19,English,28,Female,White,United States,United States,United States,English,No,DATA_EXPIRED
657c7ed5f02a85b8681fff69,651af447dcee6525fe0ac08f,APPROVED,2023-12-15T16:29:14.175000Z,2023-12-15T17:16:53.849000Z,2023-12-18T21:28:42.002000Z,2023-12-15T17:16:54.518991Z,2860,565DE625,534,English,32,Female,Mixed,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
657c8d46d5c01d209004aac7,5f2f86864fd821374b4367bc,APPROVED,2023-12-15T17:30:53.815000Z,2023-12-15T18:23:25.541000Z,2023-12-18T21:28:42.156000Z,2023-12-15T18:23:25.978811Z,3152,565DE625,1008,English,29,Female,DATA_EXPIRED,United States,United States,United States,English,Yes,Full-Time
657c9458b3f40362c9b1c87b,61095a37fbf7b13d6f7f2f5b,APPROVED,2023-12-15T18:01:04.575000Z,2023-12-15T19:12:57.465000Z,2023-12-18T21:28:42.315000Z,2023-12-15T19:12:58.273389Z,4313,565DE625,2005,English,31,Female,White,United States,United States,United States,English,No,Part-Time
657c72002009bf790e6c7762,6148d5e5f56ee71921fe6955,RETURNED,2023-12-15T15:34:28.657000Z,,,,,,1241,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
